userName,score,content,at,quarter
Elizabeth Black,4,So far it has all my trips have been great,2025-03-06 20:46:59,2025Q1
naomi newhouse,5,Good,2025-03-06 19:58:37,2025Q1
Delphin Simmons,5,great user friendly,2025-03-06 18:45:17,2025Q1
Rinkesh Jain,3,Issues with the Bookings,2025-03-06 17:17:36,2025Q1
Mary Rose Trinidad,1,NOT SAFE APP DUE TO ITS WEAK SECURITY!,2025-03-06 16:26:23,2025Q1
Fion Lee Siew Hong,5,"The app is user-friendly, easy to search and safe site.",2025-03-06 16:18:45,2025Q1
Titusz Szegváry,5,Very good Ye! .. nothing more to say,2025-03-06 14:43:10,2025Q1
Heron And Jay Kiddle,5,Painless experiences smooth without any drama or problems. Trust the site for accuracy.,2025-03-06 13:34:32,2025Q1
Vinayak Moudgil,5,Great and convenient,2025-03-06 13:06:12,2025Q1
Veronica Nolasco,5,Easy peeze,2025-03-06 12:57:53,2025Q1
Brain Unleashed,5,Thank you. For this app! Life saver!,2025-03-06 12:42:19,2025Q1
Vandana Sudan,5,I love this app,2025-03-06 12:19:34,2025Q1
Danny Books,5,"Top notch,very easy to find exactly what I want",2025-03-06 12:13:49,2025Q1
Holly Poling,5,"So easy to search, create wishlists, share places, and book!!",2025-03-06 12:08:14,2025Q1
Miguel Pérez,5,Muy buena app para buscar buenos destinos donde ir,2025-03-06 12:05:44,2025Q1
Tracey Ballou,5,Awesome easy,2025-03-06 10:54:29,2025Q1
Candace Crippen,5,I had an issue with my adding information to my profile and Airbnb support team was on top of it! Great service so far!,2025-03-06 10:47:55,2025Q1
Val Efimov,2,"After upgrade to 25.09 when I open message from host that explains check in details, it literally reboots my phone. I'm on Galaxy S21 with all updates installed",2025-03-06 10:40:42,2025Q1
Aaron Carson,5,"Reliable app, very useful",2025-03-06 09:51:02,2025Q1
John L,4,"Good and bad experiences, not the apps fault tho... the do over charge customers and hosts get very little.",2025-03-06 09:30:35,2025Q1
x x,1,"I've booked 28 trips with AirBnB, but not anymore. I don't support DOGE vultures.",2025-03-06 08:28:26,2025Q1
Roberto Hernandez,5,I love Airbnb,2025-03-06 08:02:29,2025Q1
Leonard Keelen (Mr. Meeseeks),1,Terrible customer service changed fees on me twice after I had an agreement with the host on an upgrade customer service wanted me to pay 3 different service fees if you can I would avoid using Airbnb.,2025-03-06 05:45:46,2025Q1
Lindiwe Kirstein,5,"I have been using this app now for 7 years and it has given me absolute pleasure! It's secure, gives me accurate details about places I wanna stay in and has a supportive team on standby to assist 24/7. I love, love Airbnb App.",2025-03-06 05:32:44,2025Q1
Tracy Thompson,5,"Easy to use, every explained well.",2025-03-06 05:29:16,2025Q1
jesse G,1,Sends me ad notifications even when I surpress them since they make arbitrary ad types to get around the suppression so I end up having to suppress all notifications. Then it reminded me why I have this garbage installed gathering free telemetry data. Uninstalled. Silver lining: The above was just a reminder of what a terrible organization this is also so thank you for that.,2025-03-06 05:05:45,2025Q1
Angela,5,Booking with Airbnb has always been easy and we've always found wonderful amenities. The host are accommodating and easy to communicate with. I'll always book through Airbnb for my family needs.,2025-03-06 04:28:00,2025Q1
Julius Grigaravičius,1,"Host cancelled on 2h before check-in, nothing available in the area - airbnb just said refund will reach us in 8 days and hung up.. had this same issue few years ago and it was dealt very well, but seems things are different now - please avoid if you can..",2025-03-06 03:46:46,2025Q1
sanika shetye,5,Good experience,2025-03-06 02:54:16,2025Q1
Joseph Garcia,5,"Great App, easy to use.",2025-03-06 02:12:19,2025Q1
Hsia Franklin,5,Have been using for over 10years without any issue,2025-03-06 02:01:49,2025Q1
Mark Jacobs,5,Quick and easy.,2025-03-06 02:00:33,2025Q1
Drew Goodwin,1,"Airbnb continues, years after it started, to have significant bandwidth issues with its systems. Always horribly difficult to navigate with speed (once you finally succeed logging in).",2025-03-06 01:57:48,2025Q1
Tehilah Phiri,5,"Efficient, excellent, convenient",2025-03-06 00:51:37,2025Q1
Neeraj Thakur,5,I have new experience.,2025-03-06 00:34:32,2025Q1
Angel Peña Otero,5,Airbnb so far it's good,2025-03-06 00:03:09,2025Q1
Adel Alshapi,5,It's the best place go and find I got way place,2025-03-05 23:47:42,2025Q1
Bev Charters,5,Very user friendly,2025-03-05 23:43:24,2025Q1
Phone Hub,5,Nice,2025-03-05 23:32:56,2025Q1
Nikolaos Gkevrekis,1,I need to leave a review for airbnb as a service and not the android app specifically. But i don't find any way to do so. So here we are now. Please don't use this app and save yourself a lot of time and mainly money. Host canceled on last minute. I am left without an apartment. No money cause airbnb still cannot process my ticket and refuse to refund me. Support is probably the worst support i have ever had in my life. Worst experience ever. Don't use this app,2025-03-05 22:58:30,2025Q1
Sajid Khan,5,Great,2025-03-05 22:57:06,2025Q1
BARBARA EVERTON,5,Super app!,2025-03-05 22:45:45,2025Q1
Kate Vieira,5,Very user friendly. It's wonderful,2025-03-05 22:37:00,2025Q1
Grace Zulu,5,"I always get an excellent experience when I book through Airbnb! Beautiful finds, great locations, lots of variety, and lots of reviews to give you the perspective of other guests.",2025-03-05 20:14:37,2025Q1
Andrew Mason,5,Easy and straightforward!,2025-03-05 18:42:05,2025Q1
Nohemi Delgado,5,"Me encanta la facilidad que nos brinda al momento de planear un viaje, el desglose de las ubicaciones, costos, reviews, todo! :D",2025-03-05 18:23:14,2025Q1
Lysanthir Traydark,1,Filter per price is broken on purpose,2025-03-05 18:13:05,2025Q1
Lamont Payton,5,Insightful,2025-03-05 17:34:27,2025Q1
Brenda Jull,4,Host or guest all been great so far.,2025-03-05 16:26:31,2025Q1
Edward Nunez,5,Love it,2025-03-05 15:50:56,2025Q1
Devi Devijayaram,5,Super,2025-03-05 15:03:52,2025Q1
justin mccormick,5,I enjoy airbnb. App is easy to use.,2025-03-05 14:07:35,2025Q1
Simon Taylor,1,"Terrible. I booked a room at 8pm for the same evening...and I am being told the owners have 24 hours to approve the booking! Well, then they can approve the booking the next day and I sleep in my car????",2025-03-05 13:25:28,2025Q1
Dylan Carmichael,1,Intrusive marketing notifications,2025-03-05 12:21:51,2025Q1
Amr Taher,1,Bad application ...poor one,2025-03-05 11:18:02,2025Q1
Victor Felipe Cetina Lugo,5,Alway had great experiences reserving with Airbnb!!,2025-03-05 11:15:48,2025Q1
Quincetta Baker,5,I love this app!,2025-03-05 11:08:49,2025Q1
Darwin D Pitts II,5,A+ customer service. I can't wait until our next trip,2025-03-05 10:57:56,2025Q1
Mercy Nuh,5,Very heplful,2025-03-05 10:33:33,2025Q1
biggerbetterme,5,Excellent job with app and being able to communicate with the owner directly for the property. I'm extremely happy with the process of being able to get somewhere to stay anywhere in the world.,2025-03-05 10:21:36,2025Q1
Andrew Ward,5,Love Airbnb. Immerse yourself in the culture.,2025-03-05 10:16:25,2025Q1
Kari,1,"Had to uninstall due to founder joining Doge, unfortunate too. Hope hosts will move to other platforms.",2025-03-05 09:23:20,2025Q1
Brian Yulio,5,Easy to use,2025-03-05 09:10:33,2025Q1
Melissa B Covarrubias,5,Really good.,2025-03-05 07:52:46,2025Q1
David Wilson,5,Easy to use once you understand the menus,2025-03-05 07:43:51,2025Q1
Jesus Sosa,5,Easy of use,2025-03-05 07:33:13,2025Q1
MAXAMUS JONES,5,Easy,2025-03-05 07:33:10,2025Q1
A In Wanderland,5,"Convenient, efficient, easy to use and nice way to travel affordably while meeting people from all over the world.",2025-03-05 07:02:13,2025Q1
Michael Geraghty,5,Very reliable and good value over the past few years,2025-03-05 06:22:54,2025Q1
Erica Walker,5,This app is great because of the detail in the photos etc.,2025-03-05 06:11:57,2025Q1
Jason Rickett,5,"Very easy to use, great properties, excellent communication",2025-03-05 06:09:57,2025Q1
Candy Kane,5,Beautiful room,2025-03-05 04:37:47,2025Q1
Karen Gryga Burdacki,5,Units rented are always as they appear. Really love the pet friendly ones.,2025-03-05 03:50:44,2025Q1
Carlos Rodriguez,5,I trust it,2025-03-05 03:26:28,2025Q1
Hazel Reilly,5,Easy to use,2025-03-05 02:53:13,2025Q1
Donna Miller,4,"Only got a 4 star on Airbnb because when I filter search by location today, I was getting hits too far from my filtered request",2025-03-05 01:20:37,2025Q1
SUPRAVO CHATTOPADHYAY,5,Excellent app,2025-03-05 01:13:50,2025Q1
Shannon Shriver,5,Efficient app that does not crash. And provides an array of options for each needed opportunity,2025-03-05 01:06:52,2025Q1
Rosa Jimenez Sanchez,5,Very good opportunity,2025-03-05 00:35:44,2025Q1
Don Freeman,4,It's a bit disorganized,2025-03-05 00:11:01,2025Q1
Justin Snider,5,I had a small issue with a host canceling at first it was a little bit nerve recording and unsettling. The gentleman I spoke with the second time on the airbnb team took care of me was very professional dealt with my attitude Very professionally. Even though I apologize for my attitude towards him it wasn't his fault He still took care of me in an orderly manner even offered to pay for my next book is but I wasn't trying to get anything for free. I definitely recommend the airbnb app,2025-03-04 23:55:59,2025Q1
Pedja Perisic,2,"Nice Idea, but the fact that it is recommended to describe the Purpose of your trip to the potential host, and the host can deny it, without any explanation whatsoever, is quite demining.",2025-03-04 23:18:53,2025Q1
Chandra Birchfield,5,2023 - The best way to vacation!!! 2 YEARS LATER AND STILL USING AIRBNB!!!!,2025-03-04 21:20:58,2025Q1
Um니니,5,Great app,2025-03-04 21:08:57,2025Q1
Ed Lane,5,Works well,2025-03-04 20:21:26,2025Q1
naveen jayawardhena,1,"Absolutely horrible and discriminatory experience. I have never had any incidents on the platform, broken any rules, booked improperly or lost a bond and yet they profile me and place restrictions when I have only ever followed the rules. Shameful. Should be banned by the government for discrimination.",2025-03-04 20:17:49,2025Q1
janet brenkley,5,Never had any trouble booking through Airbnb.,2025-03-04 19:17:25,2025Q1
Liz Louw,5,So useful!,2025-03-04 19:16:28,2025Q1
Sabira A.,1,"Been trying to install, uninstall, clear cache, allow all permissions etc. But still keep getting error in signing up or searching anything. I give up.",2025-03-04 18:16:10,2025Q1
Theresia S,5,Easy to using airbnb,2025-03-04 18:13:49,2025Q1
jackie domingo,4,the best!,2025-03-04 14:38:22,2025Q1
Pammy Fry,1,I want it in Canadian dollars,2025-03-04 14:29:23,2025Q1
Vernelle Allen,1,Horrible service no help smh host trying to steal money and management is no help,2025-03-04 14:08:52,2025Q1
Capt Ashok P C,5,Safe and Secure.,2025-03-04 13:05:50,2025Q1
Pushpraj Singh,5,Airbnb is best app for our plesent stay across the world.,2025-03-04 11:09:02,2025Q1
Dana Latessa,1,I will never use them again!!,2025-03-04 11:03:30,2025Q1
Appalachian Moon,5,Absolutely greatest invention ever for travelers. BOOMSHAKALAKA,2025-03-04 09:34:05,2025Q1
Donna Ginn,5,Booked a trip in less than five minutes!,2025-03-04 09:30:58,2025Q1
Jamie Christiansen,5,This app is so user friendly!,2025-03-04 09:07:34,2025Q1
Dominique Henderson,2,I have had this app for 2 years it was verified and everything. I stayed at several homes... Just recently I went to book a home and they canceled my reservation and said I need to verify my account again although my account is saying im already verified so after verifying me again!! The nice lady tells me they can not honor Mt reservation I have to rebook the stay..Now of course I don't get my money back the same day but they want me to give them more money Very Inconvenient Pissed!!!,2025-03-04 08:12:55,2025Q1
Cristiano Santos,5,Intuitive and simple-to-use platform. Excellent choice for finding interesting local places.,2025-03-04 07:35:14,2025Q1
Derald Lean,1,Tried to confirm my phone number. Locked me out for 24 hours Cuz their stuff doesn't work instead. Neato. Maybe I'll try Virbo.,2025-03-04 06:50:32,2025Q1
Candy Lopez,5,Great,2025-03-04 06:04:28,2025Q1
Phil Windsor,5,Booked 2 places so far and it's been good,2025-03-04 05:42:29,2025Q1
Despertando ConsCiência,5,Been using it for years :),2025-03-04 05:15:54,2025Q1
Evgeniy Kostyukevich,1,"Ставлю кол спецом за то, что КАЖДЫЙ раз, когда я перехожу по ссылке в мобильное приложение , меня перенаправляет ИЗ приложения в play store для того, чтобы поставить оценку приложению. На 5й раз я вот пришел поставить оценку надоедливым - получите и распишитесь.",2025-03-04 04:20:23,2025Q1
Smitesh Patil,1,Ghanda,2025-03-04 03:20:16,2025Q1
Roman Rodriquez,5,Easy to use.,2025-03-04 03:00:38,2025Q1
Rebecca Bayer,5,easy to use,2025-03-04 02:58:52,2025Q1
Felix Vehent,2,"Can't find the filter button to filter prices higher than 150 Euros, you must think people are rich 🤑💰",2025-03-04 02:39:01,2025Q1
Kathyayini Shanbhag,5,Stayed at some beautiful properties very convenient and safe,2025-03-04 02:26:50,2025Q1
Sally Sands,5,Easy to book,2025-03-04 01:32:35,2025Q1
MAYA JAYARAJ,5,A very easy and simple one to use,2025-03-04 01:02:49,2025Q1
Jason Decordova,5,"I've only been using this app for the last week and a half, and I'm finding it beyond helpful, the only area I would see that there could be some improvement, is instead of using the change dates area of the app for extending a stay, actually putting a extending stay option in the app. Other than that I gave it a 9.5 out of 10.",2025-03-04 01:00:44,2025Q1
Valetta Lovett,5,Just Great,2025-03-04 00:26:24,2025Q1
Ian Tinsley,5,Superb! Enough said.,2025-03-04 00:03:29,2025Q1
Rose Levy,3,it is the first time I have used this app,2025-03-03 23:57:59,2025Q1
